City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
384,ust-kalmanka,0,RU,1538269931,75,52.12,83.31,38.8,5.06
385,teahupoo,40,PF,1538269200,61,-17.83,-149.27,82.4,11.41
386,mporokoso,0,ZM,1538270035,34,-9.37,30.12,71.02,13.56
387,kabanjahe,40,ID,1538265600,94,3.1,98.49,77.0,3.36
388,waipawa,8,NZ,1538270035,64,-39.94,176.59,59.95,6.51
389,acapulco,75,MX,1538264700,74,16.86,-99.88,86.0,3.36
390,fortuna,0,ES,1538269200,88,38.18,-1.13,64.4,4.7
391,havelock,1,US,1538268960,78,34.88,-76.9,77.0,6.93
392,bilma,0,NE,1538269888,24,18.69,12.92,78.67,4.72
393,neuquen,0,AR,1538265600,38,-38.95,-68.06,59.0,11.41
394,kavieng,8,PG,1538270036,100,-2.57,150.8,85.42,5.61
395,brumadinho,75,BR,1538265600,83,-20.14,-44.2,69.8,6.93
396,akim swedru,64,GH,1538270036,97,5.89,-1.02,73.27,5.17
397,gondanglegi,0,ID,1538270036,81,-7.75,112.01,73.09,4.72
398,souillac,0,FR,1538269200,66,45.6,-0.6,55.4,6.93
399,iranshahr,0,IR,1538265600,17,27.21,60.69,73.4,9.17
400,lorengau,24,PG,1538270037,98,-2.02,147.27,84.34,12.66
401,saint-francois,0,FR,1538269200,87,46.42,3.91,46.4,1.12
402,baruun-urt,32,MN,1538270037,90,46.68,113.28,43.75,17.47
403,arlit,8,NE,1538270037,26,18.74,7.39,76.06,4.16
404,bar harbor,1,US,1538265360,89,44.39,-68.2,48.92,5.5
405,san juan,75,PR,1538265360,79,18.47,-66.12,80.96,10.65
406,catuday,80,PH,1538270039,100,16.29,119.81,80.2,5.73
407,champerico,40,MX,1538264640,69,16.38,-93.6,80.6,10.29
408,tashla,90,RU,1538267400,93,53.71,49.75,42.8,15.66
409,broken hill,0,AU,1538269902,43,-31.97,141.45,60.22,11.65
410,namibe,32,AO,1538269901,98,-15.19,12.15,69.13,1.48
411,san vicente,20,SV,1538265000,78,13.64,-88.78,82.4,2.24
412,saint-georges,12,CA,1538270042,80,46.12,-70.67,44.92,3.04
413,san angelo,75,US,1538268660,69,31.46,-100.44,78.98,10.29
414,nongstoin,80,IN,1538270042,96,25.52,91.27,71.2,2.04
415,vanavara,32,RU,1538270042,96,60.35,102.28,35.65,5.95
416,yar-sale,76,RU,1538270042,100,66.83,70.83,43.21,17.02
417,ixtapa,75,MX,1538264760,70,20.71,-105.21,86.0,8.05
418,nizwa,0,OM,1538270043,63,22.93,57.53,66.79,2.71
419,sarakhs,0,TM,1538265600,35,36.54,61.16,57.2,18.34
420,ormara,0,PK,1538270043,90,25.21,64.64,78.4,13.44
421,college,1,US,1538269080,6,64.86,-147.8,62.96,8.05
422,berezovyy,88,RU,1538270043,96,51.67,135.7,41.5,3.15
423,feijo,90,EC,1538265600,33,-3.63,-79.92,89.6,5.82
424,yacuiba,0,AR,1538270043,31,-22.01,-63.68,91.99,10.42
425,huarmey,0,PE,1538270044,69,-10.07,-78.15,63.82,3.49
426,shakiso,92,ET,1538270044,100,5.77,38.9,56.8,2.04
427,folldal,0,NO,1538270044,82,62.14,10.0,33.4,9.42
428,ardmore,1,US,1538269080,77,34.99,-86.85,73.94,5.82
429,ugoofaaru,100,MV,1538270044,100,5.67,73.0,83.17,17.25
430,santa fe,20,AR,1538270044,88,-31.62,-60.7,61.21,16.13
431,bonavista,76,CA,1538270045,87,48.65,-53.11,58.33,13.44
432,progreso,90,UY,1538265600,93,-34.68,-56.22,59.0,6.93
433,tahoua,48,NE,1538270045,61,14.89,5.26,79.03,7.18
434,bakchar,36,RU,1538270045,48,57.02,82.07,53.74,11.65
435,nantucket,90,US,1538267700,87,41.28,-70.1,62.96,4.7
436,shelburne,1,CA,1538265600,61,44.08,-80.2,53.6,3.36
437,sibut,44,CF,1538270046,90,5.73,19.09,71.56,3.04
438,bonnyville,90,CA,1538269200,50,54.27,-110.74,33.8,10.29
439,torbay,90,CA,1538269200,93,47.66,-52.73,62.6,11.41
440,hanchuan,0,CN,1538265600,64,30.65,113.83,68.0,4.47
441,taltal,0,CL,1538270046,88,-25.41,-70.49,57.88,1.92
442,marsh harbour,64,BS,1538270047,100,26.54,-77.06,83.35,20.15
443,wenceslau braz,56,BR,1538270047,85,-23.87,-49.8,68.68,5.5
444,henties bay,0,NA,1538270047,98,-22.12,14.28,56.26,6.4
445,nanfeng,0,CN,1538270047,79,27.22,116.52,67.33,4.16
446,agadez,8,NE,1538269927,31,16.97,7.99,78.94,3.38
447,nhulunbuy,75,AU,1538269200,58,-12.18,136.78,82.4,19.46
448,lermontovka,64,RU,1538270047,91,47.15,134.34,56.62,4.05
449,west wendover,1,US,1538268960,2,40.74,-114.07,82.94,13.87
450,rairangpur,20,IN,1538269200,88,22.27,86.18,77.0,2.59
451,sao jose da laje,75,BR,1538269200,94,-9.01,-36.06,73.4,3.36
452,shingu,75,JP,1538265600,78,33.72,135.99,82.4,23.04
453,srandakan,80,ID,1538270048,87,-7.94,110.25,73.99,4.05
454,tahe,0,CN,1538270048,63,52.34,124.71,43.57,5.39
455,nome,75,US,1538268900,90,30.04,-94.42,75.92,3.36
456,krutinka,8,RU,1538270048,79,56.01,71.51,47.62,8.08
457,yangambi,36,CD,1538270049,100,0.77,24.47,71.11,2.37
458,atyrau,0,KZ,1538267400,54,47.1,51.92,53.6,8.95
459,kutum,0,SD,1538270049,39,14.2,24.66,71.47,8.19
460,amuntai,48,ID,1538270049,81,-2.42,115.25,79.84,2.48
461,tiznit,8,MA,1538270049,88,29.7,-9.73,69.4,3.49
462,morondava,8,MG,1538270049,100,-20.3,44.28,71.56,4.05
463,teguldet,68,RU,1538270050,56,57.31,88.17,48.52,9.53
464,bowen,40,AU,1538265600,54,-20.01,148.25,80.6,12.75
465,sabha,8,LY,1538270050,78,27.03,14.43,66.97,7.18
466,vagur,76,FO,1538270050,99,61.47,-6.81,49.6,26.75
467,umm lajj,24,SA,1538270050,98,25.02,37.27,80.47,4.5
468,bogale,88,MM,1538270050,100,16.29,95.4,78.22,1.14
469,vila franca do campo,40,PT,1538269200,72,37.72,-25.43,68.0,8.05
470,agropoli,0,IT,1538270050,100,40.35,15.0,65.26,9.08
471,thalassery,68,IN,1538270051,99,11.75,75.49,72.55,2.37
472,karasburg,0,NA,1538270051,12,-28.01,18.75,63.82,10.42
473,victoria,90,BN,1538269200,83,5.28,115.24,84.2,3.36
474,abu dhabi,36,AE,1538265600,29,24.47,54.37,89.6,3.36
475,oum hadjer,0,TD,1538270051,69,13.3,19.7,76.6,2.71
476,puerto escondido,40,MX,1538264460,74,15.86,-97.07,84.2,4.72
477,gornozavodsk,88,RU,1538270052,89,58.37,58.33,40.51,8.19
478,mezen,8,RU,1538269877,93,65.85,44.24,33.94,5.95
479,toumodi,75,CI,1538265600,94,6.56,-5.02,77.0,4.7
480,aripuana,0,BR,1538270052,73,-9.17,-60.63,84.7,1.92
481,changli,100,CN,1538270052,96,30.54,105.42,66.34,3.04
482,jacqueville,75,CI,1538267400,94,5.21,-4.42,77.0,8.05
483,pocone,36,BR,1538270052,68,-16.26,-56.62,81.73,2.71
484,dongobesh,56,TZ,1538270053,87,-4.07,35.37,53.74,4.72
485,jurm,68,AF,1538270053,83,36.86,70.83,34.39,1.48
486,mount isa,0,AU,1538269200,16,-20.73,139.49,87.8,12.75
487,maun,0,BW,1538265600,47,-19.99,23.42,77.0,18.34
488,careiro da varzea,20,BR,1538269200,69,-3.2,-59.81,82.4,3.36
489,palmer,0,AU,1538269200,34,-34.85,139.16,64.4,12.75
490,perigueux,0,FR,1538269200,93,45.18,0.72,50.0,2.93
491,tuy hoa,80,VN,1538270054,100,13.08,109.3,78.4,4.72
492,fairbanks,1,US,1538269080,6,64.84,-147.72,62.96,8.05
493,pahrump,1,US,1538268780,17,36.21,-115.98,93.02,13.87
494,hualmay,8,PE,1538270054,84,-11.1,-77.61,61.84,4.72
495,yaan,64,NG,1538270054,93,7.38,8.57,74.17,5.17
496,cairns,20,AU,1538269200,42,-16.92,145.77,82.4,20.8
497,mlimba,0,TZ,1538270055,52,-8.78,35.81,66.34,3.49
498,mount gambier,0,AU,1538270055,85,-37.83,140.78,55.63,3.49
499,yertsevo,12,RU,1538270055,92,60.8,40.09,31.42,8.19
500,okhotsk,32,RU,1538270055,86,59.36,143.24,42.76,12.21
501,tongliao,8,CN,1538270055,87,43.61,122.27,44.47,4.5
502,saquarema,75,BR,1538265600,78,-22.93,-42.51,77.0,8.05
503,zyryanskoye,68,RU,1538270055,55,56.83,86.62,48.43,14.23
504,amahai,80,ID,1538270056,100,-3.31,129.0,80.38,15.57
505,zheleznodorozhnyy,0,RU,1538267400,85,55.75,38.0,32.0,2.24
506,la rioja,0,AR,1538270056,33,-29.41,-66.86,76.51,6.62
507,horsham,0,AU,1538270056,100,-36.71,142.2,54.01,4.5
508,bismil,0,TR,1538268600,37,37.85,40.66,68.0,3.36
509,termiz,0,AF,1538268600,71,37.23,67.28,64.4,2.24
510,lukovetskiy,40,RU,1538267400,99,64.29,41.92,33.8,6.71
511,meulaboh,92,ID,1538270057,100,4.14,96.13,75.7,2.48
512,roma,0,IT,1538268600,59,41.89,12.48,62.6,3.36
513,penzance,0,GB,1538265000,93,50.12,-5.53,50.0,6.93
514,namatanai,0,PG,1538270057,94,-3.66,152.44,84.25,9.64
515,jaumave,75,MX,1538264940,58,23.41,-99.38,82.4,6.93
516,winchester,0,GB,1538265000,87,51.06,-1.31,48.2,2.24
517,ko samui,20,TH,1538269200,79,9.54,99.94,86.0,2.24
518,yuzhne,0,UA,1538267400,81,48.22,33.85,48.2,8.95
519,bowling green,1,US,1538268900,77,36.99,-86.44,69.08,4.16
520,dudinka,92,RU,1538270058,97,69.41,86.18,44.74,13.0
521,ballarat,0,AU,1538270059,96,-37.56,143.86,53.2,5.5
522,mendi,48,ET,1538270059,93,9.8,35.1,56.8,2.48
523,pangkalanbuun,0,ID,1538270059,86,-2.68,111.62,77.95,4.16
524,craigieburn,75,AU,1538269200,54,-37.6,144.94,57.2,6.93
525,murmashi,75,RU,1538267400,80,68.82,32.82,33.8,8.95
526,hastings,0,NZ,1538269767,94,-39.64,176.84,57.34,3.15
527,launceston,0,AU,1538269200,54,-41.43,147.14,57.2,10.29
528,manadhoo,92,MV,1538270060,100,5.77,73.38,82.72,16.8
529,tete,68,MZ,1538270060,49,-16.16,33.59,78.85,17.02
530,honiara,75,SB,1538269200,66,-9.43,159.96,87.8,4.7
531,dutse,12,NG,1538270060,78,11.76,9.34,75.7,3.94
532,khandbari,0,NP,1538270060,69,27.38,87.21,41.95,1.36
533,dwarka,0,IN,1538267400,94,28.58,77.04,75.2,5.82
534,poum,8,MK,1538270061,92,41.28,20.71,40.24,1.59
535,lieksa,56,FI,1538270061,81,63.32,30.02,39.7,9.08
536,balaipungut,68,ID,1538270061,94,1.11,101.31,74.89,2.93
537,necochea,0,AR,1538269890,94,-38.55,-58.74,51.67,9.19
538,linhai,0,CN,1538270061,56,28.86,121.14,71.65,11.65
539,berlevag,92,NO,1538270061,100,70.86,29.09,35.2,14.45
540,lavrentiya,92,RU,1538270062,88,65.58,-170.99,46.72,22.84
541,independence,90,US,1538270100,68,39.09,-94.42,73.94,3.36
542,kaberamaido,76,UG,1538270062,100,1.76,33.16,67.33,1.7
543,gberia fotombu,92,SL,1538270062,100,9.88,-11.17,68.05,5.61
544,lengshuijiang,12,CN,1538270062,84,27.66,111.45,63.37,2.37
545,kuching,75,MY,1538269200,88,1.56,110.34,78.8,5.5
546,rio grande,56,BR,1538270063,76,-32.03,-52.1,74.53,19.15
547,manokwari,80,ID,1538270063,100,-0.87,134.08,82.9,2.15
548,allapalli,44,IN,1538270063,84,19.43,80.06,80.2,2.59
549,filadelfia,12,PY,1538270063,51,-22.35,-60.04,89.2,16.69
550,grimshaw,20,CA,1538269200,50,56.19,-117.61,32.0,3.36
551,shakawe,92,BW,1538270064,21,-18.36,21.84,82.54,11.77
552,rosario do sul,20,BR,1538270064,67,-30.26,-54.91,81.37,13.44
553,ambunti,24,PG,1538270064,97,-4.22,142.82,77.32,2.59
554,vardo,20,US,1538268900,74,39.62,-77.74,66.92,6.93
555,kalmunai,80,LK,1538270064,100,7.42,81.82,73.99,3.71
556,rossland,75,CA,1538269200,30,49.08,-117.8,59.0,5.82
